Area,Year,Month,Secchi_m,Chla_mg_m3,Total_N,Total_P,SAL_PSU,SAL_SD,WT_Celsius,Months_highSAL
BAT,1978,1,0.283333333333333,,,3.82666666666667,8.7,3.21869538788622,1.53333333333333,0
BAT,1978,3,0.45,,,4.09666666666667,5.36666666666667,1.06926766215636,2.3,0
BAT,1978,4,0.641666666666667,,,3.53166666666667,5.58333333333333,0.835264429187947,7.83333333333333,0
BAT,1978,5,0.483333333333333,,,5.62833333333333,5.85,0.824014562978107,15.0333333333333,0
BAT,1978,6,0.566666666666667,,,2.86,8.23333333333333,0.251661147842358,17,0
BAT,1978,7,1.11666666666667,,,2.4025,8.6,1.3311649033835,16.65,0
BAT,1978,8,0.883333333333333,,,2.49666666666667,8.23333333333333,1.25830573921179,19.7333333333333,0
BAT,1978,9,0.983333333333333,,,2.52416666666667,9.35,1.64772570532841,13.45,0
BAT,1978,10,0.95,,,1.91666666666667,8.43333333333333,1.41539158303748,12.2,0
BAT,1978,11,0.966666666666667,,,2.27,7.6,0.721110255092798,5.53333333333333,0
BAT,1979,5,1.32222222222222,,,2.77611111111111,4.84444444444445,1.42750754035759,13.9777777777778,0
BAT,1979,6,1.05,,,2.1425,5.4,2.08230641357126,16.4,0
BAT,1979,7,0.833333333333333,,,2.04,6.3,1.80831413200251,16.8333333333333,0
BAT,1979,8,0.733333333333333,,,3.02166666666667,6.86666666666667,1.28582010146573,17.8666666666667,0
BAT,1979,9,1.08333333333333,,,4.2725,7.51666666666667,1.43306198981993,14.45,0
BAT,1979,10,0.783333333333333,,,1.90166666666667,7.35,1.59342398626354,8.8,0
BAT,1979,11,1.2,,,2.60166666666667,7.03333333333333,1.6741166825125,3.55,0
BAT,1979,12,0.933333333333333,,,2.07,8.46666666666667,1.65025250593154,5.56666666666667,0
BAT,1980,1,0.866666666666667,,,2.68166666666667,8.7,2.48797106092495,0.566666666666667,0
BAT,1980,4,0.875,,,3.36916666666667,4.38333333333333,1.26398839657121,5.95,0
BAT,1980,5,0.833333333333333,,,13.3016666666667,7.2,1.60934769394311,9.6,0
BAT,1980,6,0.966666666666667,,,3.36083333333333,6.88333333333333,1.2270560976038,19.0833333333333,0
BAT,1980,7,0.816666666666667,,,3.33083333333333,6.3,1.69351705040132,18.3,0
BAT,1980,8,0.633333333333333,,,5.19166666666667,6.08333333333333,1.24646165872307,20.0666666666667,0
BAT,1980,9,1.35,,,5.27166666666667,5.86666666666667,2.45492701860293,15.4166666666667,0
BAT,1980,10,0.5,,,7.925,6.71666666666667,1.46617415973228,8.93333333333333,0
BAT,1980,11,0.733333333333333,,,5.20833333333333,6.63333333333333,2.4573698676973,5.4,0
BAT,1980,12,0.933333333333333,,,7.675,9.16666666666667,2.30289672658878,2.03333333333333,0
BAT,1981,1,0.966666666666667,,,4.00166666666667,12.1,1.86815416922694,1.1,2
BAT,1981,6,0.633333333333333,,,2.05,5.2,1.04403065089106,18.3666666666667,2
BAT,1981,7,0.933333333333333,,,8.475,5.43333333333333,0.862167810425171,17.7,2
BAT,1981,8,1.06666666666667,,,2.05333333333333,6.6,2.25166604983954,16.4333333333333,2
BAT,1981,9,0.7,,,1.72833333333333,7.13333333333333,1.35769412362775,15.8333333333333,2
BAT,1981,10,0.566666666666667,,,1.065,5.63333333333333,1.24230967690561,12.2333333333333,2
BAT,1981,11,0.3,,,4.77,2.7,,7.5,2
BAT,1981,12,0.866666666666667,,,1.76666666666667,11.2333333333333,1.45716619962629,3.13333333333333,2
BAT,1982,3,1.16666666666667,,,0.751666666666667,4.03333333333333,1.09696551146029,4.13333333333333,0
BAT,1982,4,0.966666666666667,,,0.996666666666667,6.9,1.15325625946708,8.1,0
BAT,1982,6,0.966666666666667,,,0.86,6.96666666666667,1.41891977691952,20.9,0
BAT,1982,7,1.16666666666667,,,0.871666666666667,7.93333333333333,1.4742229591664,20.7666666666667,0
BAT,1982,8,0.866666666666667,,,2.25666666666667,8.23333333333333,0.971253485622231,22.8,0
BAT,1982,9,1.2,,,2.80333333333333,8.7,1.9313207915828,15.1666666666667,0
BAT,1982,10,1,,,1.96666666666667,8.7,0.435889894354068,13.5666666666667,0
BAT,1982,11,1.4,,,2.485,8.03333333333333,1.32035348802256,9,0
BAT,1982,12,1.2,,,3.42166666666667,8.63333333333333,1.19303534454489,4.66666666666667,0
BAT,1983,1,0.833333333333333,,,2.965,8.26666666666667,1.20554275466834,2.16666666666667,4
BAT,1983,2,0.766666666666667,,,2.40666666666667,15.1666666666667,1.36137185711081,-0.0666666666666667,4
BAT,1983,3,0.383333333333333,,,3.665,8.7,1.60934769394311,4.43333333333333,4
BAT,1983,4,1.23333333333333,,,1.09,8.73333333333333,1.60104132780304,5.13333333333333,4
BAT,1983,5,0.4,,,2.723,5.84,1.64560019445794,11.96,4
BAT,1983,6,0.3,,,6.65833333333333,5.4,1.9313207915828,15.1333333333333,4
BAT,1983,7,0.8,,,5.39333333333333,6.16666666666667,1.20138808606267,18.0666666666667,4
BAT,1983,8,1.3,,,2.345,8.66666666666667,1.05039675043925,18.5666666666667,4
BAT,1983,9,1.03333333333333,,,4.035,8.56666666666667,1.45716619962629,19.5666666666667,4
BAT,1983,10,1.03333333333333,,91.5166666666667,2.96833333333333,10.9666666666667,3.28836332137027,11.1666666666667,4
BAT,1983,11,0.933333333333333,,266.266666666667,4.4175,12.1666666666667,4.1198705481281,6.06666666666667,4
BAT,1983,12,0.866666666666667,,89.6666666666667,1.84333333333333,11.3666666666667,0.351188458428424,2.43333333333333,4
BAT,1984,1,0.866666666666667,,77.95,1.84,12.2,2.52388589282479,2.4,1
BAT,1984,2,0.566666666666667,,290.9,3.13,7.66666666666667,1.60104132780304,1.2,1
BAT,1984,3,0.733333333333333,,255.316666666667,1.60666666666667,6.7,1.3076696830622,1.4,1
BAT,1984,4,0.85,,199.2,2.59333333333333,8.23333333333333,1.50111069989303,6.36666666666667,1
BAT,1984,5,0.466666666666667,,136.283333333333,3.65,7.63333333333333,0.737111479583199,12.1333333333333,1
BAT,1984,6,0.533333333333333,,74.5166666666667,1.14666666666667,7.83333333333333,0.635085296108588,17.3333333333333,1
BAT,1984,7,0.983333333333333,,134,1.73666666666667,10,2.55342906696074,13.8666666666667,1
BAT,1984,8,1.53333333333333,,105.866666666667,1.32166666666667,9,1.113552872566,18.2,1
BAT,1984,9,1.53333333333333,,108.1,3.11666666666667,7.86666666666667,0.960902353693305,16.6666666666667,1
BAT,1984,10,0.666666666666667,,131.5,,8.33333333333333,0.960902353693305,12.6666666666667,1
BAT,1984,11,0.433333333333333,,151.1,1.70666666666667,8.3,1.3076696830622,1.76666666666667,1
BAT,1984,12,0.733333333333333,,117.05,2.92666666666667,6.93333333333333,0.802080627701065,2.36666666666667,1
BAT,1985,4,0.566666666666667,,149.666666666667,2.56833333333333,4.66666666666667,1.02143689640297,10.8333333333333,0
BAT,1985,6,0.333333333333333,,98.1833333333333,7.65333333333333,6.13333333333333,0.680685928555405,19.8333333333333,0
BAT,1985,7,0.633333333333333,,107.891666666667,3.52083333333333,6.78333333333333,0.801040989379861,17.0833333333333,0
BAT,1985,8,0.666666666666667,,100.966666666667,2.66166666666667,6.66666666666667,0.971253485622231,16.6,0
BAT,1985,9,0.5,,117.5,3.84,7.2,0.7,17.5666666666667,0
BAT,1985,10,1.1,,79.8833333333333,1.125,8.26666666666667,0.776745346515403,11.0333333333333,0
BAT,1985,11,0.466666666666667,,,5.53166666666667,6.56666666666667,0.838649708360608,4.1,0
BAT,1985,12,1.2,,75.1,2.54333333333333,7.8,1.802775637732,3.63333333333333,0
BAT,1986,1,0.566666666666667,,194.583333333333,2.05,5.96666666666667,0.757187779440037,1,0
BAT,1986,3,0.366666666666667,,265.733333333333,5.81666666666667,3.46666666666667,1.01159939369957,2.6,0
BAT,1986,4,0.5,,120.283333333333,6.39666666666667,6.13333333333333,0.680685928555405,4.16666666666667,0
BAT,1986,5,0.6,,75.95,0.361666666666667,5.63333333333333,0.723417813807024,14.7,0
BAT,1986,6,0.766666666666667,,54.0333333333333,2.85666666666667,6.96666666666667,1.91398362932741,15.2666666666667,0
BAT,1986,7,0.7,,71.35,2.84666666666667,6.2,1.21243556529821,23.4333333333333,0
BAT,1986,8,0.566666666666667,,107.05,2.83,6.96666666666667,0.416333199893226,19.8333333333333,0
BAT,1986,9,0.733333333333333,,99.4,2.64666666666667,7.4,0.721110255092798,14.0666666666667,0
BAT,1986,11,0.7,,171.766666666667,4.59,7.7,1.96977156035922,6,0
BAT,1986,12,0.766666666666667,,65.9,3.07166666666667,9.46666666666667,1.27017059221718,4.5,0
BAT,1987,4,0.933333333333333,22.4,129,2.48833333333333,5.23333333333333,0.568624070307733,10.8666666666667,0
BAT,1987,5,0.65,20.3,125.4,3.756,6.12,1.46013697987552,10.92,0
BAT,1987,6,0.8,,77.5666666666667,1.39166666666667,5.73333333333333,1.48436293854749,14.5666666666667,0
BAT,1987,7,0.8,21.1,92.4833333333333,2.425,6.46666666666667,0.757187779440037,20.9,0
BAT,1987,8,0.766666666666667,,104.366666666667,1.065,7.06666666666667,1.94250697124446,14.6666666666667,0
BAT,1987,9,1.23333333333333,43.7,60.85,1.19333333333333,7,1.60934769394311,15,0
BAT,1987,10,0.783333333333333,,55.3833333333333,2.91333333333333,8.53333333333333,1.33166562369588,9.16666666666667,0
BAT,1987,11,1,49.5,54.4333333333333,1.815,7.06666666666667,2.02072594216369,6,0
BAT,1987,12,0.9,,64.0666666666667,2.43,7.26666666666667,2.21208800307161,0.7,0
BAT,1988,1,0.566666666666667,,70.1333333333333,1.985,7.8,1.73493515728975,5.43333333333333,0
BAT,1988,2,0.45,149,228.516666666667,2.45,4.2,1.24899959967968,2,0
BAT,1988,3,0.633333333333333,100.2,153.366666666667,1.87,6.16666666666667,2.00083315979452,0.933333333333333,0
BAT,1988,4,0.825,53.15,188.175,1.7675,5.1,1.88148877222268,6.93333333333333,0
BAT,1988,6,0.523333333333333,48.8,82.9,2.675,5.83333333333333,0.907377172587747,16.8666666666667,0
BAT,1988,7,0.6,104.5,136.55,5.78166666666667,6.33333333333333,0.986576572463249,19.2666666666667,0
BAT,1988,8,0.7,142,117.566666666667,2.91166666666667,5.7,0.916515138991168,17.7666666666667,0
BAT,1988,9,0.866666666666667,106,108,2.41333333333333,7,0.98488578017961,18.3666666666667,0
BAT,1988,10,1.56666666666667,68,76.55,3.35833333333333,8.16666666666667,1.32035348802256,11.3333333333333,0
BAT,1988,11,1.06666666666667,55.6,94.4833333333333,3.88166666666667,7.13333333333333,1.06926766215636,4.4,0
BAT,1988,12,0.566666666666667,7.1,112.533333333333,4.22333333333333,4.83333333333333,0.945163125250522,1,0
BAT,1989,1,0.866666666666667,56.4,115.966666666667,2.32833333333333,9.93333333333333,0.862167810425171,3.93333333333333,1
BAT,1989,2,1.53333333333333,62.4,104.05,3.57,9.76666666666667,1.11504857891185,3.86666666666667,1
BAT,1989,3,1.25,60.1,107.433333333333,2.685,9.33333333333333,1.02632028788938,3.86666666666667,1
BAT,1989,4,1.43333333333333,32.3,94.5166666666667,1.83666666666667,9.4,0.346410161513775,5.73333333333333,1
BAT,1989,5,0.833333333333333,,95.0166666666667,2.5,7.66666666666667,0.923760430703401,11.1333333333333,1
BAT,1989,6,0.7,40.6,155.183333333333,6.35833333333333,8.26666666666667,0.907377172587747,14.8666666666667,1
BAT,1989,7,0.966666666666667,68.4,89.7833333333333,4.535,9.53333333333333,0.208166599946613,17.1666666666667,1
BAT,1989,8,0.483333333333333,102.9,81.5833333333333,2.58666666666667,8.6,0.360555127546399,16.5666666666667,1
BAT,1989,9,0.875,50.5,65.55,2.1975,9.05,0.212132034355963,16.9,1
BAT,1989,10,1.23333333333333,,73.7166666666667,2.01666666666667,10.2333333333333,0.450924975282289,11.0666666666667,1
BAT,1989,11,0.85,,69.1,2.02166666666667,9.83333333333333,0.513160143944689,7.83333333333333,1
BAT,1989,12,0.566666666666667,65.2,80.9166666666667,2.685,7.86666666666667,1.00664459136943,1.16666666666667,1
BAT,1990,1,0.766666666666667,,188.75,1.94333333333333,7.8,0.346410161513775,0,2
BAT,1990,2,1.06666666666667,61.2,90.2333333333333,2.20166666666667,8.73333333333333,0.550757054728611,3.46666666666667,2
BAT,1990,3,0.25,239.6,64.8666666666667,4.205,8.33333333333333,2.14553800556721,4.66666666666667,2
BAT,1990,4,0.9,116.1,81.9833333333333,1.925,11.3,0.556776436283003,9.86666666666667,2
BAT,1990,5,0.7,47.6,77.6333333333333,2.02,9.53333333333333,0.723417813807024,18.7666666666667,2
BAT,1990,6,1.56666666666667,33.2,105.55,2.625,9.36666666666667,0.288675134594813,15.8666666666667,2
BAT,1990,7,0.633333333333333,71.4,80.9333333333333,2.315,9.86666666666667,0.461880215351701,19.3,2
BAT,1990,8,0.766666666666667,66.9,169.116666666667,2.75,9.9,0.62449979983984,19.3333333333333,2
BAT,1990,9,0.933333333333333,48.5,75.3833333333333,2.645,9.73333333333333,0.152752523165195,17.2333333333333,2
BAT,1990,10,0.833333333333333,83.3,88.5666666666667,2.525,10.1333333333333,1.42945210949277,11.3,2
BAT,1990,11,0.45,108.7,93.5333333333333,2.36166666666667,8.76666666666667,0.750555349946513,6.93333333333333,2
BAT,1990,12,0.666666666666667,93.7,99.1333333333333,2.665,8.03333333333333,0.568624070307732,3.36666666666667,2
BAT,1991,1,0.5,154.8,122.05,5.8,6.56666666666667,0.513160143944688,3,0
BAT,1991,3,1.1,147.1,218.95,2.62,5,0.818535277187245,7.6,0
BAT,1991,4,1,97.8,142.9,2.96,6,0.98488578017961,9.73333333333333,0
BAT,1991,5,0.333333333333333,142.2,116.45,4.255,6.3,0.62449979983984,13.3333333333333,0
BAT,1991,6,0.45,89.9,41.55,2.48,8.1,0.529150262212918,12.8,0
BAT,1991,7,0.8,83,114.25,6.67,7.46666666666667,1.05039675043925,18.8666666666667,0
BAT,1991,8,1.2,62.9,100.95,2.74,7.36666666666667,0.832666399786454,17.9666666666667,0
BAT,1991,10,1.03333333333333,42.6,68.5,5.1,8.36666666666667,0.513160143944689,13,0
BAT,1992,2,1.16666666666667,92.6,177.35,3.35,8.56666666666667,1.02143689640297,1.76666666666667,0
BAT,1992,5,0.9,72.6,97.25,3.39,7.9,1.73205080756888,13.1666666666667,0
BAT,1992,7,0.416666666666667,56.4,108.55,1.84,8.16666666666667,0.611010092660778,19.7333333333333,0
BAT,1992,11,0.45,40.9,153.75,3.93,7.8,0.953939201416945,5.26666666666667,0
BAT,1993,2,1.46666666666667,14.8666666666667,160,1.925,11.9666666666667,0.7371114795832,2.13333333333333,1
BAT,1993,3,1.11666666666667,24.6,83.1,2.285,9.58333333333333,0.765288616579827,2.23333333333333,1
BAT,1993,6,,53.0666666666667,86.5,4.585,8.36666666666667,0.513160143944689,15.8666666666667,1
BAT,1993,7,0.466666666666667,43.3333333333333,94.7,2.72,9.43333333333333,0.378593889720018,16.1333333333333,1
BAT,1993,8,0.433333333333333,39.5,88.1,3.14,8.93333333333333,0.503322295684717,17.1666666666667,1
BAT,1993,9,0.833333333333333,36.7,53.4,1.795,8.9,0.360555127546399,14.9666666666667,1
BAT,1993,10,0.533333333333333,67.4,151.05,6.875,6.7,0.964365076099296,7.3,1
BAT,1993,11,0.383333333333333,59.1,132.15,6.54,6.56666666666667,0.585946527708231,3.16666666666667,1
BAT,1994,1,1.15,52.0666666666667,203.8,3.85666666666667,7.03333333333333,2.02566861389847,2.33333333333333,0
BAT,1994,4,0.626666666666667,56.3,142.633333333333,1.84333333333333,7.53333333333333,1.32790561913614,8.86666666666667,0
BAT,1994,5,0.416666666666667,113.633333333333,133.366666666667,9.22333333333333,5.43333333333333,1.26622799421484,15.6,0
BAT,1994,8,0.416666666666667,35.4666666666667,83.9,3.47333333333333,7.7,0.360555127546399,26.5333333333333,0
BAT,1994,9,0.666666666666667,32.4666666666667,50.6666666666667,1.57333333333333,7.53333333333333,1.11504857891185,14.9,0
BAT,1994,10,0.433333333333333,35.6666666666667,57.1666666666667,1.76333333333333,8,1.04403065089105,7.7,0
BAT,1994,11,0.5,60.1,96.9,3.185,7,0.707106781186548,7.85,0
BAT,1995,1,1.14333333333333,21,51.4,1.08666666666667,9.3,1.3076696830622,2.73333333333333,0
BAT,1995,2,0.423333333333333,80.2666666666667,200.333333333333,3.33333333333333,5.93333333333333,1.28582010146573,2.76666666666667,0
BAT,1995,3,0.433333333333333,120,199.333333333333,3.77,6.4,1.3228756555323,4.7,0
BAT,1995,5,0.89,31,44.5,1.02333333333333,7.66666666666667,1.15036226178249,12.3666666666667,0
BAT,1995,6,1.76666666666667,68.7,68.4333333333333,3.22333333333333,7.3,0.721110255092798,20.5666666666667,0
BAT,1995,7,0.576666666666667,19.8,51.8,1.84666666666667,7.93333333333333,0.55075705472861,23.1,0
BAT,1995,8,0.413333333333333,26.0666666666667,59.2666666666667,2.04666666666667,7.93333333333333,0.814452781524708,21.9,0
BAT,1995,9,0.766666666666667,26.1,51.7,3.01,8,0.7,18,0
BAT,1995,10,0.616666666666667,49.2666666666667,46.7,1.60666666666667,8.2,0.6557438524302,10.5,0
BAT,1995,11,0.8,26.0333333333333,38.5333333333333,1.25333333333333,9,1.60934769394311,8.66666666666667,0
BAT,1996,4,0.586666666666667,31.6,102.333333333333,2.38333333333333,5.53333333333333,0.763762615825973,9.26666666666667,0
BAT,1996,5,0.966666666666667,33,60.5666666666667,1.76333333333333,6.8,0.916515138991168,12.1,0
BAT,1996,6,0.6,31.1666666666667,67.3,2.83666666666667,7.13333333333333,0.635085296108588,15.6333333333333,0
BAT,1996,7,0.65,27.1,58.6333333333333,2.60666666666667,8.03333333333333,2.06478408879314,15.3666666666667,0
BAT,1996,8,0.6,28.3,59.9,2.36666666666667,7.8,0.6557438524302,19.8,0
BAT,1996,9,0.933333333333333,33.3333333333333,49.1666666666667,3.11,7.86666666666667,0.602771377334171,18.1333333333333,0
BAT,1996,10,0.433333333333333,47.3,66.8666666666667,3.78,7.13333333333333,0.960902353693305,13.0333333333333,0
BAT,1996,11,0.883333333333333,32.1,65.0666666666667,2.42,8.7,0.7,4.93333333333333,0
BAT,1996,12,0.533333333333333,62.3666666666667,105.7,3.59333333333333,7.53333333333333,0.585946527708231,2.9,0
BAT,1997,3,0.933333333333333,38.9,98.3666666666667,1.86,8.7,1.3228756555323,6.2,0
BAT,1997,4,1.33333333333333,13.5666666666667,47.3666666666667,1.24333333333333,9.9,0.346410161513776,6.8,0
BAT,1997,5,0.433333333333333,26.3666666666667,103.766666666667,3.21,7.73333333333333,0.832666399786453,13.6666666666667,0
BAT,1997,6,0.566666666666667,28.2666666666667,100.833333333333,3.29333333333333,7.63333333333333,0.802080627701065,20.8666666666667,0
BAT,1997,8,0.55,34.8,81.8,2.55,7.9,,24.1,0
BAT,1997,9,0.433333333333333,64.8,111.733333333333,3.41,7.33333333333333,0.450924975282289,17.9666666666667,0
BAT,1997,10,0.966666666666667,27.9,58.7,1.65333333333333,9.93333333333333,1.09696551146029,10.4666666666667,0
BAT,1997,11,1.5,25.0333333333333,84.1,1.87666666666667,8.2,0.721110255092798,2.03333333333333,0
BAT,1997,12,0.933333333333333,24.2333333333333,76.8,2.27666666666667,8.36666666666667,0.152752523165195,1.4,0
BAT,1998,2,0.8,21.7,130,2.73,8.2,,1.2,0
BAT,1998,3,0.666666666666667,38.4333333333333,156.366666666667,3.02666666666667,8.16666666666667,1.79536440126603,5.06666666666667,0
BAT,1998,4,0.683333333333333,86.6666666666667,125.5,2.09,6.03333333333333,0.814452781524708,13.2333333333333,0
BAT,1998,5,0.733333333333333,74.3333333333333,101.3,2.15,6.53333333333333,1.20138808606267,13.0666666666667,0
BAT,1998,6,0.4,61.3,137.333333333333,4.1,6.2,0.916515138991168,19.0333333333333,0
BAT,1998,7,0.666666666666667,16.8333333333333,61.2333333333333,2.14666666666667,8.1,0.608276253029822,18.2,0
BAT,1998,8,1,15.5666666666667,68.0333333333333,1.65666666666667,8,0.264575131106459,18.8333333333333,0
BAT,1998,9,0.9375,11.7,64.725,1.81,7.3,0.483045891539648,14.375,0
BAT,1998,10,0.466666666666667,65.1333333333334,144,5.50666666666667,5.96666666666667,0.757187779440037,8.36666666666667,0
BAT,1999,1,0.633333333333333,34.8333333333333,186.666666666667,2.92,5.56666666666667,1.1060440015358,3.83333333333333,1
BAT,1999,2,0.6,34.7666666666667,210,3.32,6,0.9,2.26666666666667,1
BAT,1999,3,0.733333333333333,32.6,214,2.43666666666667,4.73333333333333,2.05264057577875,4.96666666666667,1
BAT,1999,4,0.383333333333333,78.2,206.666666666667,5.24,4.16666666666667,0.665832811847939,6.96666666666667,1
